country,lvl1,lvl2,lvl3
Brasil,Mato Grosso,Bom Jesus do Araguaia,
Brasil,Minas Gerais,Bom Jesus do Galho,
Brasil,Rio de Janeiro,Bom Jesus do Itabapoana,
Brasil,Espírito Santo,Bom Jesus do Norte,
Brasil,Santa Catarina,Bom Jesus do Oeste,
Brasil,Paraná,Bom Jesus do Sul,
Brasil,Pará,Bom Jesus do Tocantins,
Brasil,Tocantins,Bom Jesus do Tocantins,
Brasil,São Paulo,Bom Jesus dos Perdões,
Brasil,Maranhão,Bom Lugar,
Brasil,Rio Grande do Sul,Bom Princípio,
Brasil,Piauí,Bom Princípio do Piauí,
Brasil,Rio Grande do Sul,Bom Progresso,
Brasil,Minas Gerais,Bom Repouso,
Brasil,Santa Catarina,Bom Retiro,
Brasil,Rio Grande do Sul,Bom Retiro do Sul,
Brasil,Minas Gerais,Bom Sucesso,
Brasil,Paraná,Bom Sucesso,
Brasil,Paraíba,Bom Sucesso,
Brasil,São Paulo,Bom Sucesso de Itararé,
Brasil,Paraná,Bom Sucesso do Sul,
Brasil,Santa Catarina,Bombinhas,
Brasil,Roraima,Bonfim,
Brasil,Minas Gerais,Bonfim,
Brasil,Piauí,Bonfim do Piauí,
Brasil,Goiás,Bonfinópolis,
Brasil,Minas Gerais,Bonfinópolis de Minas,
Brasil,Bahia,Boninal,
Brasil,Pernambuco,Bonito,
Brasil,Bahia,Bonito,
Brasil,Pará,Bonito,
Brasil,Mato Grosso do Sul,Bonito,
Brasil,Minas Gerais,Bonito de Minas,
Brasil,Paraíba,Bonito de Santa Fé,
Brasil,Goiás,Bonópolis,
Brasil,Paraíba,Boqueirão,
Brasil,Rio Grande do Sul,Boqueirão do Leão,
Brasil,Piauí,Boqueirão do Piauí,
Brasil,Sergipe,Boquim,
Brasil,Bahia,Boquira,
Brasil,São Paulo,Borá,
Brasil,São Paulo,Boracéia,
Brasil,Amazonas,Borba,
Brasil,Paraíba,Borborema,
Brasil,São Paulo,Borborema,
Brasil,Minas Gerais,Borda da Mata,
Brasil,São Paulo,Borebi,
Brasil,Paraná,Borrazópolis,
Brasil,Rio Grande do Sul,Bossoroca,
Brasil,Minas Gerais,Botelhos,
Brasil,São Paulo,Botucatu,
Brasil,Minas Gerais,Botumirim,
Brasil,Bahia,Botuporã,
Brasil,Santa Catarina,Botuverá,
Brasil,Rio Grande do Sul,Bozano,
Brasil,Santa Catarina,Braço do Norte,
Brasil,Santa Catarina,Braço do Trombudo,
Brasil,Rio Grande do Sul,Braga,
Brasil,Pará,Bragança,
Brasil,São Paulo,Bragança Paulista,
Brasil,Paraná,Braganey,
Brasil,Alagoas,Branquinha,
Brasil,Minas Gerais,Brás Pires,
Brasil,Pará,Brasil Novo,
Brasil,Mato Grosso do Sul,Brasilândia,
Brasil,Minas Gerais,Brasilândia de Minas,
Brasil,Paraná,Brasilândia do Sul,
Brasil,Tocantins,Brasilândia do Tocantins,
Brasil,Acre,Brasiléia,
Brasil,Piauí,Brasileira,
Brasil,Distrito Federal,Brasília,
Brasil,Minas Gerais,Brasília de Minas,
Brasil,Mato Grosso,Brasnorte,
Brasil,São Paulo,Braúna,
Brasil,Minas Gerais,Braúnas,
Brasil,Goiás,Brazabrantes,
Brasil,Minas Gerais,Brazópolis,
Brasil,Pernambuco,Brejão,
Brasil,Espírito Santo,Brejetuba,
Brasil,Rio Grande do Norte,Brejinho,
Brasil,Pernambuco,Brejinho,
Brasil,Tocantins,Brejinho de Nazaré,
Brasil,Maranhão,Brejo,
Brasil,São Paulo,Brejo Alegre,
Brasil,Pernambuco,Brejo da Madre de Deus,
Brasil,Maranhão,Brejo de Areia,
Brasil,Paraíba,Brejo do Cruz,
Brasil,Piauí,Brejo do Piauí,
Brasil,Paraíba,Brejo dos Santos,
Brasil,Sergipe,Brejo Grande,
Brasil,Pará,Brejo Grande do Araguaia,
Brasil,Ceará,Brejo Santo,
Brasil,Bahia,Brejões,
Brasil,Bahia,Brejolândia,
Brasil,Pará,Breu Branco,
Brasil,Pará,Breves,
Brasil,Goiás,Britânia,
Brasil,Rio Grande do Sul,Brochier,
Brasil,São Paulo,Brodowski,
Brasil,São Paulo,Brotas,
Brasil,Bahia,Brotas de Macaúbas,
Brasil,Minas Gerais,Brumadinho,
Brasil,Bahia,Brumado,
Brasil,Santa Catarina,Brunópolis,
Brasil,Santa Catarina,Brusque,
Brasil,Minas Gerais,Bueno Brandão,
Brasil,Minas Gerais,Buenópolis,
Brasil,Pernambuco,Buenos Aires,
Brasil,Bahia,Buerarema,
Brasil,Minas Gerais,Bugre,
Brasil,Pernambuco,Buíque,
Brasil,Acre,Bujari,
Brasil,Pará,Bujaru,
Brasil,São Paulo,Buri,
Brasil,São Paulo,Buritama,
Brasil,Maranhão,Buriti,
Brasil,Goiás,Buriti Alegre,
Brasil,Maranhão,Buriti Bravo,
Brasil,Goiás,Buriti de Goiás,
Brasil,Tocantins,Buriti do Tocantins,
Brasil,Piauí,Buriti dos Lopes,
Brasil,Piauí,Buriti dos Montes,
Brasil,Maranhão,Buriticupu,
Brasil,Goiás,Buritinópolis,
Brasil,Bahia,Buritirama,
Brasil,Maranhão,Buritirana,
Brasil,Rondônia,Buritis,
Brasil,Minas Gerais,Buritis,
Brasil,São Paulo,Buritizal,
Brasil,Minas Gerais,Buritizeiro,
Brasil,Rio Grande do Sul,Butiá,
Brasil,Amazonas,Caapiranga,
Brasil,Paraíba,Caaporã,
Brasil,Mato Grosso do Sul,Caarapó,
Brasil,Bahia,Caatiba,
Brasil,Paraíba,Cabaceiras,
Brasil,Bahia,Cabaceiras do Paraguaçu,
Brasil,Minas Gerais,Cabeceira Grande,
Brasil,Goiás,Cabeceiras,
Brasil,Piauí,Cabeceiras do Piauí,
Brasil,Paraíba,Cabedelo,
Brasil,Rondônia,Cabixi,
Brasil,Pernambuco,Cabo de Santo Agostinho,
Brasil,Rio de Janeiro,Cabo Frio,
Brasil,Minas Gerais,Cabo Verde,
Brasil,São Paulo,Cabrália Paulista,
Brasil,São Paulo,Cabreúva,
Brasil,Pernambuco,Cabrobó,
Brasil,Santa Catarina,Caçador,
Brasil,São Paulo,Caçapava,
Brasil,Rio Grande do Sul,Caçapava do Sul,
Brasil,Rondônia,Cacaulândia,
Brasil,Rio Grande do Sul,Cacequi,
Brasil,Mato Grosso,Cáceres,
Brasil,Bahia,Cachoeira,
Brasil,Goiás,Cachoeira Alta,
Brasil,Minas Gerais,Cachoeira da Prata,
Brasil,Goiás,Cachoeira de Goiás,
Brasil,Minas Gerais,Cachoeira de Minas,
Brasil,Minas Gerais,Cachoeira de Pajeú,
Brasil,Pará,Cachoeira do Arari,
Brasil,Pará,Cachoeira do Piriá,
Brasil,Rio Grande do Sul,Cachoeira do Sul,
Brasil,Paraíba,Cachoeira dos Índios,
Brasil,Goiás,Cachoeira Dourada,
Brasil,Minas Gerais,Cachoeira Dourada,
Brasil,Maranhão,Cachoeira Grande,
Brasil,São Paulo,Cachoeira Paulista,
Brasil,Rio de Janeiro,Cachoeiras de Macacu,
Brasil,Tocantins,Cachoeirinha,
Brasil,Pernambuco,Cachoeirinha,
Brasil,Rio Grande do Sul,Cachoeirinha,
Brasil,Espírito Santo,Cachoeiro de Itapemirim,
Brasil,Paraíba,Cacimba de Areia,
Brasil,Paraíba,Cacimba de Dentro,
Brasil,Paraíba,Cacimbas,
Brasil,Alagoas,Cacimbinhas,
Brasil,Rio Grande do Sul,Cacique Doble,
Brasil,Rondônia,Cacoal,
Brasil,São Paulo,Caconde,
Brasil,Goiás,Caçu,
Brasil,Bahia,Caculé,
Brasil,Bahia,Caém,
Brasil,Minas Gerais,Caetanópolis,
Brasil,Bahia,Caetanos,
Brasil,Minas Gerais,Caeté,
Brasil,Pernambuco,Caetés,
Brasil,Bahia,Caetité,
Brasil,Bahia,Cafarnaum,
Brasil,Paraná,Cafeara,
Brasil,São Paulo,Cafelândia,
Brasil,Paraná,Cafelândia,
Brasil,Paraná,Cafezal do Sul,
Brasil,São Paulo,Caiabu,
Brasil,Minas Gerais,Caiana,
Brasil,Goiás,Caiapônia,
Brasil,Rio Grande do Sul,Caibaté,
Brasil,Santa Catarina,Caibi,
Brasil,Rio Grande do Sul,Caiçara,
Brasil,Paraíba,Caiçara,
Brasil,Rio Grande do Norte,Caiçara do Norte,
Brasil,Rio Grande do Norte,Caiçara do Rio do Vento,
Brasil,Rio Grande do Norte,Caicó,
Brasil,São Paulo,Caieiras,
Brasil,Bahia,Cairu,
Brasil,São Paulo,Caiuá,
Brasil,São Paulo,Cajamar,
Brasil,Maranhão,Cajapió,
Brasil,Maranhão,Cajari,
Brasil,São Paulo,Cajati,
Brasil,Paraíba,Cajazeiras,
Brasil,Piauí,Cajazeiras do Piauí,
Brasil,Paraíba,Cajazeirinhas,
Brasil,São Paulo,Cajobi,
Brasil,Alagoas,Cajueiro,
Brasil,Piauí,Cajueiro da Praia,
Brasil,Minas Gerais,Cajuri,
Brasil,São Paulo,Cajuru,
Brasil,Pernambuco,Calçado,
Brasil,Amapá,Calçoene,
Brasil,Minas Gerais,Caldas,
Brasil,Paraíba,Caldas Brandão,
Brasil,Goiás,Caldas Novas,
Brasil,Goiás,Caldazinha,
Brasil,Bahia,Caldeirão Grande,
Brasil,Piauí,Caldeirão Grande do Piauí,
Brasil,Paraná,Califórnia,
Brasil,Santa Catarina,Calmon,
Brasil,Pernambuco,Calumbi,
Brasil,Bahia,Camacan,
Brasil,Bahia,Camaçari,
Brasil,Minas Gerais,Camacho,
Brasil,Paraíba,Camalaú,
Brasil,Bahia,Camamu,
Brasil,Minas Gerais,Camanducaia,
Brasil,Mato Grosso do Sul,Camapuã,
Brasil,Rio Grande do Sul,Camaquã,
Brasil,Pernambuco,Camaragibe,
Brasil,Rio Grande do Sul,Camargo,
Brasil,Paraná,Cambará,
Brasil,Rio Grande do Sul,Cambará do Sul,
Brasil,Paraná,Cambé,
Brasil,Paraná,Cambira,
Brasil,Santa Catarina,Camboriú,
Brasil,Rio de Janeiro,Cambuci,
Brasil,Minas Gerais,Cambuí,
Brasil,Minas Gerais,Cambuquira,
Brasil,Pará,Cametá,
Brasil,Ceará,Camocim,
Brasil,Pernambuco,Camocim de São Félix,
Brasil,Minas Gerais,Campanário,
Brasil,Minas Gerais,Campanha,
Brasil,Minas Gerais,Campestre,
Brasil,Alagoas,Campestre,
Brasil,Rio Grande do Sul,Campestre da Serra,
Brasil,Goiás,Campestre de Goiás,
Brasil,Maranhão,Campestre do Maranhão,
Brasil,Paraná,Campina da Lagoa,
Brasil,Rio Grande do Sul,Campina das Missões,
Brasil,São Paulo,Campina do Monte Alegre,
Brasil,Paraná,Campina do Simão,
Brasil,Paraíba,Campina Grande,
Brasil,Paraná,Campina Grande do Sul,
Brasil,Minas Gerais,Campina Verde,
Brasil,Goiás,Campinaçu,
Brasil,Mato Grosso,Campinápolis,
Brasil,São Paulo,Campinas,
Brasil,Piauí,Campinas do Piauí,
Brasil,Rio Grande do Sul,Campinas do Sul,
Brasil,Goiás,Campinorte,
Brasil,Santa Catarina,Campo Alegre,
Brasil,Alagoas,Campo Alegre,
Brasil,Goiás,Campo Alegre de Goiás,
Brasil,Bahia,Campo Alegre de Lourdes,
Brasil,Piauí,Campo Alegre do Fidalgo,
Brasil,Minas Gerais,Campo Azul,
Brasil,Minas Gerais,Campo Belo,
Brasil,Santa Catarina,Campo Belo do Sul,
Brasil,Rio Grande do Sul,Campo Bom,
Brasil,Paraná,Campo Bonito,
Brasil,Sergipe,Campo do Brito,
Brasil,Minas Gerais,Campo do Meio,
Brasil,Paraná,Campo do Tenente,
Brasil,Santa Catarina,Campo Erê,
Brasil,Minas Gerais,Campo Florido,
Brasil,Bahia,Campo Formoso,
Brasil,Alagoas,Campo Grande,
Brasil,Mato Grosso do Sul,Campo Grande,
Brasil,Piauí,Campo Grande do Piauí,
Brasil,Paraná,Campo Largo,
Brasil,Piauí,Campo Largo do Piauí,
Brasil,Goiás,Campo Limpo de Goiás,
Brasil,São Paulo,Campo Limpo Paulista,
Brasil,Paraná,Campo Magro,
Brasil,Piauí,Campo Maior,
Brasil,Paraná,Campo Mourão,
Brasil,Rio Grande do Sul,Campo Novo,
Brasil,Rondônia,Campo Novo de Rondônia,
Brasil,Mato Grosso,Campo Novo do Parecis,
Brasil,Rio Grande do Norte,Campo Redondo,
Brasil,Mato Grosso,Campo Verde,
Brasil,Minas Gerais,Campos Altos,
Brasil,Goiás,Campos Belos,
Brasil,Rio Grande do Sul,Campos Borges,
Brasil,Mato Grosso,Campos de Júlio,
Brasil,São Paulo,Campos do Jordão,
Brasil,Rio de Janeiro,Campos dos Goytacazes,
Brasil,Minas Gerais,Campos Gerais,
Brasil,Tocantins,Campos Lindos,
Brasil,Santa Catarina,Campos Novos,
Brasil,São Paulo,Campos Novos Paulista,
Brasil,Ceará,Campos Sales,
Brasil,Goiás,Campos Verdes,
Brasil,Pernambuco,Camutanga,
Brasil,Minas Gerais,Cana Verde,
Brasil,Minas Gerais,Canaã,
Brasil,Pará,Canaã dos Carajás,
Brasil,Mato Grosso,Canabrava do Norte,
Brasil,São Paulo,Cananéia,
Brasil,Alagoas,Canapi,
Brasil,Bahia,Canápolis,
Brasil,Minas Gerais,Canápolis,
Brasil,Bahia,Canarana,
Brasil,Mato Grosso,Canarana,
Brasil,São Paulo,Canas,
Brasil,Piauí,Canavieira,
Brasil,Bahia,Canavieiras,
Brasil,Bahia,Candeal,
Brasil,Bahia,Candeias,
Brasil,Minas Gerais,Candeias,
Brasil,Rondônia,Candeias do Jamari,
Brasil,Rio Grande do Sul,Candelária,
Brasil,Bahia,Candiba,
Brasil,Paraná,Cândido de Abreu,
Brasil,Rio Grande do Sul,Cândido Godói,
Brasil,Maranhão,Cândido Mendes,
Brasil,São Paulo,Cândido Mota,
Brasil,São Paulo,Cândido Rodrigues,
Brasil,Bahia,Cândido Sales,
Brasil,Rio Grande do Sul,Candiota,
Brasil,Paraná,Candói,
Brasil,Rio Grande do Sul,Canela,
Brasil,Santa Catarina,Canelinha,
Brasil,Rio Grande do Norte,Canguaretama,
Brasil,Rio Grande do Sul,Canguçu,
Brasil,Sergipe,Canhoba,
Brasil,Pernambuco,Canhotinho,
Brasil,Ceará,Canindé,
Brasil,Sergipe,Canindé de São Francisco,
Brasil,São Paulo,Canitar,
Brasil,Rio Grande do Sul,Canoas,
Brasil,Santa Catarina,Canoinhas,
Brasil,Bahia,Cansanção,
Brasil,Roraima,Cantá,
Brasil,Rio de Janeiro,Cantagalo,
Brasil,Paraná,Cantagalo,
Brasil,Minas Gerais,Cantagalo,
Brasil,Maranhão,Cantanhede,
Brasil,Piauí,Canto do Buriti,
Brasil,Bahia,Canudos,
Brasil,Rio Grande do Sul,Canudos do Vale,
Brasil,Amazonas,Canutama,
Brasil,Pará,Capanema,
Brasil,Paraná,Capanema,
Brasil,Santa Catarina,Capão Alto,
Brasil,São Paulo,Capão Bonito,
Brasil,Rio Grande do Sul,Capão Bonito do Sul,
Brasil,Rio Grande do Sul,Capão da Canoa,
Brasil,Rio Grande do Sul,Capão do Cipó,
Brasil,Rio Grande do Sul,Capão do Leão,
Brasil,Minas Gerais,Caparaó,
Brasil,Alagoas,Capela,
Brasil,Sergipe,Capela,
Brasil,Rio Grande do Sul,Capela de Santana,
Brasil,São Paulo,Capela do Alto,
Brasil,Bahia,Capela do Alto Alegre,
Brasil,Minas Gerais,Capela Nova,
Brasil,Minas Gerais,Capelinha,
Brasil,Minas Gerais,Capetinga,
Brasil,Paraíba,Capim,
Brasil,Minas Gerais,Capim Branco,
Brasil,Bahia,Capim Grosso,
Brasil,Minas Gerais,Capinópolis,
Brasil,Santa Catarina,Capinzal,
Brasil,Maranhão,Capinzal do Norte,
Brasil,Ceará,Capistrano,
Brasil,Rio Grande do Sul,Capitão,
Brasil,Minas Gerais,Capitão Andrade,
Brasil,Piauí,Capitão de Campos,
Brasil,Minas Gerais,Capitão Enéas,
Brasil,Piauí,Capitão Gervásio Oliveira,
Brasil,Paraná,Capitão Leônidas Marques,
Brasil,Pará,Capitão Poço,
Brasil,Minas Gerais,Capitólio,
Brasil,São Paulo,Capivari,
Brasil,Santa Catarina,Capivari de Baixo,
Brasil,Rio Grande do Sul,Capivari do Sul,
Brasil,Acre,Capixaba,
Brasil,Pernambuco,Capoeiras,
Brasil,Minas Gerais,Caputira,
Brasil,Rio Grande do Sul,Caraá,
Brasil,Roraima,Caracaraí,
Brasil,Piauí,Caracol,
Brasil,Mato Grosso do Sul,Caracol,
Brasil,São Paulo,Caraguatatuba,
Brasil,Minas Gerais,Caraí,
Brasil,Bahia,Caraíbas,
Brasil,Paraná,Carambeí,
Brasil,Minas Gerais,Caranaíba,
Brasil,Minas Gerais,Carandaí,
Brasil,Minas Gerais,Carangola,
Brasil,Rio de Janeiro,Carapebus,
Brasil,São Paulo,Carapicuíba,
Brasil,Minas Gerais,Caratinga,
Brasil,Amazonas,Carauari,
Brasil,Rio Grande do Norte,Caraúbas,
Brasil,Paraíba,Caraúbas,
Brasil,Piauí,Caraúbas do Piauí,
Brasil,Bahia,Caravelas,
Brasil,Rio Grande do Sul,Carazinho,
Brasil,Minas Gerais,Carbonita,
Brasil,Bahia,Cardeal da Silva,
Brasil,São Paulo,Cardoso,
Brasil,Rio de Janeiro,Cardoso Moreira,
Brasil,Minas Gerais,Careaçu,
Brasil,Amazonas,Careiro,
Brasil,Amazonas,Careiro da Várzea,
Brasil,Espírito Santo,Cariacica,
Brasil,Ceará,Caridade,
Brasil,Piauí,Caridade do Piauí,
Brasil,Bahia,Carinhanha,
Brasil,Sergipe,Carira,
Brasil,Ceará,Cariré,
Brasil,Tocantins,Cariri do Tocantins,
Brasil,Ceará,Caririaçu,
Brasil,Ceará,Cariús,
Brasil,Mato Grosso,Carlinda,
Brasil,Paraná,Carlópolis,
Brasil,Rio Grande do Sul,Carlos Barbosa,
Brasil,Minas Gerais,Carlos Chagas,
Brasil,Rio Grande do Sul,Carlos Gomes,
Brasil,Minas Gerais,Carmésia,
Brasil,Rio de Janeiro,Carmo,
Brasil,Minas Gerais,Carmo da Cachoeira,
Brasil,Minas Gerais,Carmo da Mata,
Brasil,Minas Gerais,Carmo de Minas,
Brasil,Minas Gerais,Carmo do Cajuru,
Brasil,Minas Gerais,Carmo do Paranaíba,
Brasil,Minas Gerais,Carmo do Rio Claro,
Brasil,Goiás,Carmo do Rio Verde,
Brasil,Tocantins,Carmolândia,
Brasil,Sergipe,Carmópolis,
Brasil,Minas Gerais,Carmópolis de Minas,
Brasil,Pernambuco,Carnaíba,
Brasil,Rio Grande do Norte,Carnaúba dos Dantas,
Brasil,Rio Grande do Norte,Carnaubais,
Brasil,Ceará,Carnaubal,
Brasil,Pernambuco,Carnaubeira da Penha,
Brasil,Minas Gerais,Carneirinho,
Brasil,Alagoas,Carneiros,
Brasil,Roraima,Caroebe,
Brasil,Maranhão,Carolina,
Brasil,Pernambuco,Carpina,
Brasil,Minas Gerais,Carrancas,
Brasil,Paraíba,Carrapateira,
Brasil,Tocantins,Carrasco Bonito,
Brasil,Pernambuco,Caruaru,
Brasil,Maranhão,Carutapera,
Brasil,Minas Gerais,Carvalhópolis,
Brasil,Minas Gerais,Carvalhos,
Brasil,São Paulo,Casa Branca,
Brasil,Minas Gerais,Casa Grande,
Brasil,Bahia,Casa Nova,
Brasil,Rio Grande do Sul,Casca,
Brasil,Minas Gerais,Cascalho Rico,
Brasil,Paraná,Cascavel,
Brasil,Ceará,Cascavel,
Brasil,Tocantins,Caseara,
Brasil,Rio Grande do Sul,Caseiros,
Brasil,Rio de Janeiro,Casimiro de Abreu,
Brasil,Pernambuco,Casinhas,
Brasil,Paraíba,Casserengue,
Brasil,Minas Gerais,Cássia,
Brasil,São Paulo,Cássia dos Coqueiros,
Brasil,Mato Grosso do Sul,Cassilândia,
Brasil,Pará,Castanhal,
Brasil,Mato Grosso,Castanheira,
Brasil,Rondônia,Castanheiras,
Brasil,Goiás,Castelândia,
Brasil,Espírito Santo,Castelo,
Brasil,Piauí,Castelo do Piauí,
Brasil,São Paulo,Castilho,
Brasil,Paraná,Castro,
Brasil,Bahia,Castro Alves,
Brasil,Minas Gerais,Cataguases,
Brasil,Goiás,Catalão,
Brasil,São Paulo,Catanduva,
Brasil,Paraná,Catanduvas,
Brasil,Santa Catarina,Catanduvas,
Brasil,Ceará,Catarina,
Brasil,Minas Gerais,Catas Altas,
Brasil,Minas Gerais,Catas Altas da Noruega,
Brasil,Pernambuco,Catende,
Brasil,São Paulo,Catiguá,
Brasil,Paraíba,Catingueira,
Brasil,Bahia,Catolândia,
Brasil,Paraíba,Catolé do Rocha,
Brasil,Bahia,Catu,
Brasil,Rio Grande do Sul,Catuípe,
Brasil,Minas Gerais,Catuji,
Brasil,Ceará,Catunda,
Brasil,Goiás,Caturaí,
Brasil,Bahia,Caturama,
Brasil,Paraíba,Caturité,
Brasil,Minas Gerais,Catuti,
Brasil,Ceará,Caucaia,
Brasil,Goiás,Cavalcante,
Brasil,Minas Gerais,Caxambu,
Brasil,Santa Catarina,Caxambu do Sul,
Brasil,Maranhão,Caxias,
Brasil,Rio Grande do Sul,Caxias do Sul,
Brasil,Piauí,Caxingó,
Brasil,Rio Grande do Norte,Ceará-Mirim,
Brasil,Maranhão,Cedral,
Brasil,São Paulo,Cedral,
Brasil,Ceará,Cedro,
Brasil,Pernambuco,Cedro,
Brasil,Sergipe,Cedro de São João,
Brasil,Minas Gerais,Cedro do Abaeté,
Brasil,Santa Catarina,Celso Ramos,
Brasil,Rio Grande do Sul,Centenário,
Brasil,Tocantins,Centenário,
Brasil,Paraná,Centenário do Sul,
Brasil,Bahia,Central,
Brasil,Minas Gerais,Central de Minas,
Brasil,Maranhão,Central do Maranhão,
Brasil,Minas Gerais,Centralina,
Brasil,Maranhão,Centro do Guilherme,
Brasil,Maranhão,Centro Novo do Maranhão,
Brasil,Rondônia,Cerejeiras,
Brasil,Goiás,Ceres,
Brasil,São Paulo,Cerqueira César,
Brasil,São Paulo,Cerquilho,
Brasil,Rio Grande do Sul,Cerrito,
Brasil,Paraná,Cerro Azul,
Brasil,Rio Grande do Sul,Cerro Branco,
Brasil,Rio Grande do Norte,Cerro Corá,
Brasil,Rio Grande do Sul,Cerro Grande,
Brasil,Rio Grande do Sul,Cerro Grande do Sul,
Brasil,Rio Grande do Sul,Cerro Largo,
Brasil,Santa Catarina,Cerro Negro,
Brasil,São Paulo,Cesário Lange,
Brasil,Paraná,Céu Azul,
Brasil,Goiás,Cezarina,
Brasil,Pernambuco,Chã de Alegria,
Brasil,Pernambuco,Chã Grande,
Brasil,Alagoas,Chã Preta,
Brasil,Minas Gerais,Chácara,
Brasil,Minas Gerais,Chalé,
Brasil,Rio Grande do Sul,Chapada,
Brasil,Tocantins,Chapada da Natividade,
Brasil,Tocantins,Chapada de Areia,
Brasil,Minas Gerais,Chapada do Norte,
Brasil,Mato Grosso,Chapada dos Guimarães,
Brasil,Minas Gerais,Chapada Gaúcha,
Brasil,Goiás,Chapadão do Céu,
Brasil,Santa Catarina,Chapadão do Lageado,
Brasil,Mato Grosso do Sul,Chapadão do Sul,
Brasil,Maranhão,Chapadinha,
Brasil,Santa Catarina,Chapecó,
Brasil,São Paulo,Charqueada,
Brasil,Rio Grande do Sul,Charqueadas,
Brasil,Rio Grande do Sul,Charrua,
Brasil,Ceará,Chaval,
Brasil,São Paulo,Chavantes,
Brasil,Pará,Chaves,
Brasil,Minas Gerais,Chiador,
Brasil,Rio Grande do Sul,Chiapetta,
Brasil,Paraná,Chopinzinho,
Brasil,Ceará,Choró,
Brasil,Ceará,Chorozinho,
Brasil,Bahia,Chorrochó,
Brasil,Rio Grande do Sul,Chuí,
Brasil,Rondônia,Chupinguaia,
Brasil,Rio Grande do Sul,Chuvisca,
Brasil,Paraná,Cianorte,
Brasil,Bahia,Cícero Dantas,
Brasil,Paraná,Cidade Gaúcha,
Brasil,Goiás,Cidade Ocidental,
Brasil,Maranhão,Cidelândia,
Brasil,Rio Grande do Sul,Cidreira,
Brasil,Bahia,Cipó,
Brasil,Minas Gerais,Cipotânea,
Brasil,Rio Grande do Sul,Ciríaco,
Brasil,Minas Gerais,Claraval,
Brasil,Minas Gerais,Claro dos Poções,
Brasil,Mato Grosso,Cláudia,
Brasil,Minas Gerais,Cláudio,
Brasil,São Paulo,Clementina,
Brasil,Paraná,Clevelândia,
Brasil,Bahia,Coaraci,
Brasil,Amazonas,Coari,
Brasil,Piauí,Cocal,
Brasil,Piauí,Cocal de Telha,
Brasil,Santa Catarina,Cocal do Sul,
Brasil,Piauí,Cocal dos Alves,
Brasil,Mato Grosso,Cocalinho,
Brasil,Goiás,Cocalzinho de Goiás,
Brasil,Bahia,Cocos,
Brasil,Amazonas,Codajás,
Brasil,Maranhão,Codó,
Brasil,Maranhão,Coelho Neto,
Brasil,Minas Gerais,Coimbra,
Brasil,Alagoas,Coité do Nóia,
Brasil,Piauí,Coivaras,
Brasil,Pará,Colares,
Brasil,Espírito Santo,Colatina,
Brasil,Mato Grosso,Colíder,
Brasil,São Paulo,Colina,
Brasil,Rio Grande do Sul,Colinas,
Brasil,Maranhão,Colinas,
Brasil,Goiás,Colinas do Sul,
Brasil,Tocantins,Colinas do Tocantins,
Brasil,Tocantins,Colméia,
Brasil,Mato Grosso,Colniza,
Brasil,São Paulo,Colômbia,
Brasil,Paraná,Colombo,
Brasil,Piauí,Colônia do Gurguéia,
Brasil,Piauí,Colônia do Piauí,
Brasil,Alagoas,Colônia Leopoldina,
Brasil,Rio Grande do Sul,Colorado,
Brasil,Paraná,Colorado,
Brasil,Rondônia,Colorado do Oeste,
Brasil,Minas Gerais,Coluna,
Brasil,Tocantins,Combinado,
Brasil,Minas Gerais,Comendador Gomes,
Brasil,Rio de Janeiro,Comendador Levy Gasparian,
Brasil,Minas Gerais,Comercinho,
Brasil,Mato Grosso,Comodoro,
Brasil,Paraíba,Conceição,
Brasil,Minas Gerais,Conceição da Aparecida,
Brasil,Espírito Santo,Conceição da Barra,
Brasil,Minas Gerais,Conceição da Barra de Minas,
Brasil,Bahia,Conceição da Feira,
Brasil,Minas Gerais,Conceição das Alagoas,
Brasil,Minas Gerais,Conceição das Pedras,
Brasil,Minas Gerais,Conceição de Ipanema,
Brasil,Rio de Janeiro,Conceição de Macabu,
Brasil,Bahia,Conceição do Almeida,
Brasil,Pará,Conceição do Araguaia,
Brasil,Piauí,Conceição do Canindé,
Brasil,Espírito Santo,Conceição do Castelo,
Brasil,Bahia,Conceição do Coité,
Brasil,Bahia,Conceição do Jacuípe,
Brasil,Maranhão,Conceição do Lago-Açu,
Brasil,Minas Gerais,Conceição do Mato Dentro,
Brasil,Minas Gerais,Conceição do Pará,
Brasil,Minas Gerais,Conceição do Rio Verde,
Brasil,Tocantins,Conceição do Tocantins,
Brasil,Minas Gerais,Conceição dos Ouros,
Brasil,São Paulo,Conchal,
Brasil,São Paulo,Conchas,
Brasil,Santa Catarina,Concórdia,
Brasil,Pará,Concórdia do Pará,
Brasil,Paraíba,Condado,
Brasil,Pernambuco,Condado,
Brasil,Paraíba,Conde,
Brasil,Bahia,Conde,
Brasil,Bahia,Condeúba,
Brasil,Rio Grande do Sul,Condor,
Brasil,Minas Gerais,Cônego Marinho,
Brasil,Minas Gerais,Confins,
Brasil,Mato Grosso,Confresa,
Brasil,Paraíba,Congo,
Brasil,Minas Gerais,Congonhal,
Brasil,Minas Gerais,Congonhas,
Brasil,Minas Gerais,Congonhas do Norte,
Brasil,Paraná,Congonhinhas,
Brasil,Minas Gerais,Conquista,
Brasil,Mato Grosso,Conquista D'Oeste,
Brasil,Minas Gerais,Conselheiro Lafaiete,
Brasil,Paraná,Conselheiro Mairinck,
